respondent_id,age_group,region,city_tier,occupation,fashion_identity,price_sensitivity,brand_openness,online_purchase_confidence,sustainability_consciousness,purchase_frequency,preferred_shopping_channel,discovery_channel,conversion_trigger,discount_preference,owns_kurti,owns_salwar_suit,owns_palazzo,owns_indo_western,owns_night_suit,owns_bedding_set,owns_saree,owns_lehenga,fabric_preference,color_preference,monthly_income_band
ZF-0275,35-44,East_India,Metro,Salaried_Private,Deeply_Traditional,Balanced,Very_Loyal_One_Brand,Not_Very_Confident,Neutral,Every_6_Months,Social_Commerce,WhatsApp_Family,Friend_Wore_It,Loyalty_Cashback,1,1,0,1,1,1,0,0,Chanderi,Bright_Vibrant,Below_20K
ZF-0276,25-34,North_India,Rural,Salaried_Private,Culturally_Rooted,Extremely_Price_Sensitive,Multi_Brand_Shopper,Very_Confident,Somewhat_Conscious,Every_2_3_Months,Local_Retail,Online_Marketplace,Influencer_Rec,Festival_Sale,1,0,1,1,1,1,1,0,Georgette_Chiffon,Bright_Vibrant,40K_70K
ZF-0277,25-34,North_India,Metro,Homemaker,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Very_Confident,Somewhat_Conscious,Monthly_Plus,Local_Retail,Walk_In_Store,Free_Return_Policy,Festival_Sale,1,1,1,0,0,0,0,0,Rayon_Viscose,Dark_Tones,Below_20K
ZF-0278,45-54,Central_India,Rural,Salaried_Private,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Not_Confident_At_All,Neutral,Festival_Only,Brand_Website,Word_of_Mouth,Customer_Reviews,Buy2_Get1_Bundle,1,1,1,0,0,0,1,1,Silk_Banarasi,Pastels,40K_70K
ZF-0279,18-24,South_India,Tier_2,Student,Deeply_Traditional,Extremely_Price_Sensitive,Very_Loyal_One_Brand,Fairly_Confident,Neutral,Rarely,Brand_Website,Instagram_Reels,Customer_Reviews,Festival_Sale,1,0,0,0,0,0,1,1,Rayon_Viscose,Neutrals,20K_40K
ZF-0280,25-34,West_India,Tier_2,Salaried_Govt,Fusion_Lover,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Neutral,Festival_Only,Brand_Website,WhatsApp_Family,Influencer_Rec,Flat_Percent_Off,0,0,1,1,0,0,1,1,Chanderi,Jewel_Tones,70K_120K
ZF-0281,18-24,West_India,Tier_2,Salaried_Private,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Brand_Website,Instagram_Reels,Customer_Reviews,Free_Shipping,1,0,1,1,0,0,0,1,Georgette_Chiffon,Dark_Tones,20K_40K
ZF-0282,25-34,South_India,Tier_3,Self_Employed,Culturally_Rooted,Extremely_Price_Sensitive,Loyal_But_Open,Not_Confident_At_All,Somewhat_Conscious,Every_6_Months,Social_Commerce,Online_Marketplace,Customer_Reviews,Personalised_Offer,1,1,1,1,1,1,1,0,Pure_Cotton,Bright_Vibrant,20K_40K
ZF-0283,35-44,Central_India,Tier_2,Retired,Culturally_Rooted,Price_Conscious,No_Brand_Preference,Not_Very_Confident,Neutral,Festival_Only,Local_Retail,YouTube,Free_Return_Policy,Free_Shipping,0,1,1,0,0,1,1,1,Chanderi,Bright_Vibrant,Below_20K
ZF-0284,Under_18,West_India,Metro,Salaried_Private,Fusion_Lover,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Not_Important,Every_2_3_Months,Social_Commerce,Instagram_Reels,Influencer_Rec,Flat_Percent_Off,1,1,1,1,1,1,0,1,Rayon_Viscose,Pastels,70K_120K
ZF-0285,25-34,South_India,Tier_3,Salaried_Private,Deeply_Traditional,Quality_Over_Price,Very_Loyal_One_Brand,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Online_Marketplace,Walk_In_Store,First_Order_Discount,Flat_Percent_Off,1,0,1,1,1,1,0,0,Chanderi,Pastels,Below_20K
ZF-0286,35-44,East_India,Tier_3,Self_Employed,Comfort_First,Balanced,Very_Loyal_One_Brand,Neutral,Somewhat_Conscious,Festival_Only,Social_Commerce,Instagram_Reels,Customer_Reviews,Festival_Sale,1,0,0,0,0,1,1,0,Silk_Banarasi,Jewel_Tones,40K_70K
ZF-0287,45-54,South_India,Metro,Salaried_Private,Fusion_Lover,Extremely_Price_Sensitive,No_Brand_Preference,Neutral,Neutral,Every_2_3_Months,Mall_Store,WhatsApp_Family,Customer_Reviews,Free_Shipping,1,1,0,0,1,1,1,1,Pure_Cotton,Neutrals,40K_70K
ZF-0288,25-34,North_India,Tier_2,Salaried_Private,Occasion_Driven,Price_Irrelevant,Multi_Brand_Shopper,Neutral,Neutral,Every_6_Months,Local_Retail,TV_Print,Friend_Wore_It,Festival_Sale,0,0,1,0,1,1,1,0,Silk_Banarasi,Jewel_Tones,40K_70K
ZF-0289,35-44,South_India,Metro,Salaried_Private,Fusion_Lover,Quality_Over_Price,Loyal_But_Open,Not_Very_Confident,Neutral,Festival_Only,Mall_Store,WhatsApp_Family,Free_Return_Policy,Loyalty_Cashback,1,0,0,1,0,1,1,1,Pure_Cotton,Bright_Vibrant,40K_70K
ZF-0290,35-44,East_India,Metro,Homemaker,Occasion_Driven,Price_Conscious,Multi_Brand_Shopper,Neutral,Not_Important,Every_6_Months,Local_Retail,Instagram_Reels,COD_Available,Personalised_Offer,1,1,0,1,0,1,0,1,Pure_Cotton,Pastels,Below_20K
ZF-0291,18-24,East_India,Tier_3,Salaried_Private,Deeply_Traditional,Balanced,No_Brand_Preference,Very_Confident,Neutral,Festival_Only,Weekly_Market,WhatsApp_Family,Friend_Wore_It,Buy2_Get1_Bundle,1,0,1,1,0,0,1,0,Silk_Banarasi,Dark_Tones,70K_120K
ZF-0292,Under_18,West_India,Metro,Salaried_Private,Fusion_Lover,Balanced,Very_Loyal_One_Brand,Fairly_Confident,Very_Conscious,Every_6_Months,Local_Retail,Walk_In_Store,Customer_Reviews,Personalised_Offer,1,0,0,1,1,1,0,0,Rayon_Viscose,Dark_Tones,70K_120K
ZF-0293,45-54,South_India,Tier_3,Homemaker,Comfort_First,Price_Conscious,Very_Loyal_One_Brand,Neutral,Very_Conscious,Every_6_Months,Online_Marketplace,Word_of_Mouth,Customer_Reviews,Flat_Percent_Off,1,1,1,0,1,1,1,0,Pure_Cotton,Bright_Vibrant,20K_40K
ZF-0294,35-44,West_India,Rural,Salaried_Private,Deeply_Traditional,Quality_Over_Price,No_Brand_Preference,Neutral,Neutral,Festival_Only,Local_Retail,Word_of_Mouth,Influencer_Rec,Flat_Percent_Off,1,1,0,0,0,0,1,1,Chanderi,Jewel_Tones,70K_120K
ZF-0295,35-44,Central_India,Rural,Salaried_Private,Fusion_Lover,Balanced,Multi_Brand_Shopper,Neutral,Not_Important,Festival_Only,Local_Retail,Word_of_Mouth,Real_Customer_Photos,Buy2_Get1_Bundle,1,0,0,0,1,1,0,0,Georgette_Chiffon,Jewel_Tones,
ZF-0296,25-34,East_India,Metro,Salaried_Private,Comfort_First,Price_Conscious,Very_Loyal_One_Brand,Fairly_Confident,Neutral,Every_6_Months,Online_Marketplace,Online_Marketplace,Customer_Reviews,Buy2_Get1_Bundle,1,0,0,1,1,0,0,0,Rayon_Viscose,Dark_Tones,Below_20K
ZF-0297,25-34,North_India,Metro,Student,Culturally_Rooted,Balanced,Loyal_But_Open,Fairly_Confident,Very_Conscious,Every_2_3_Months,Local_Retail,Instagram_Reels,Friend_Wore_It,Festival_Sale,0,0,0,1,1,1,1,0,Pure_Cotton,Bright_Vibrant,
ZF-0298,25-34,South_India,Tier_3,Salaried_Govt,Deeply_Traditional,Quality_Over_Price,Loyal_But_Open,Neutral,Somewhat_Conscious,Festival_Only,Online_Marketplace,Instagram_Reels,Customer_Reviews,Flat_Percent_Off,0,0,1,1,0,1,0,1,Chanderi,Bright_Vibrant,20K_40K
ZF-0299,18-24,North_India,Tier_2,Salaried_Private,Fusion_Lover,Price_Conscious,Very_Loyal_One_Brand,Very_Confident,Neutral,Every_2_3_Months,Mall_Store,Instagram_Reels,COD_Available,Free_Shipping,1,0,0,1,0,0,1,0,Chanderi,Neutrals,20K_40K
ZF-0300,55+,East_India,Tier_2,Salaried_Private,Occasion_Driven,Balanced,No_Brand_Preference,Neutral,Not_Important,Every_2_3_Months,Social_Commerce,WhatsApp_Family,First_Order_Discount,Festival_Sale,1,1,1,1,1,1,0,0,Rayon_Viscose,Pastels,40K_70K
ZF-0301,35-44,South_India,Tier_2,Salaried_Private,Culturally_Rooted,Extremely_Price_Sensitive,Loyal_But_Open,Fairly_Confident,Not_Important,Festival_Only,Social_Commerce,Instagram_Reels,Friend_Wore_It,Flat_Percent_Off,1,0,0,1,1,0,1,1,Chanderi,Neutrals,20K_40K
ZF-0302,25-34,West_India,Rural,Salaried_Private,Fusion_Lover,Price_Irrelevant,Loyal_But_Open,Very_Confident,Somewhat_Conscious,Every_2_3_Months,Local_Retail,Word_of_Mouth,Friend_Wore_It,Flat_Percent_Off,1,1,1,0,1,0,0,0,Linen,Bold_Prints,20K_40K
ZF-0303,55+,North_India,Rural,Homemaker,Comfort_First,Balanced,No_Brand_Preference,Not_Very_Confident,Somewhat_Conscious,Every_6_Months,Social_Commerce,YouTube,COD_Available,Buy2_Get1_Bundle,1,1,1,0,0,0,1,0,Silk_Banarasi,Bright_Vibrant,70K_120K
ZF-0304,45-54,North_India,Tier_2,Homemaker,Comfort_First,Balanced,No_Brand_Preference,Fairly_Confident,Neutral,Every_2_3_Months,Local_Retail,Instagram_Reels,COD_Available,Buy2_Get1_Bundle,1,1,0,0,1,0,1,0,Pure_Cotton,Neutrals,
ZF-0305,45-54,East_India,Rural,Self_Employed,Trend_First,Balanced,Very_Loyal_One_Brand,Not_Confident_At_All,Somewhat_Conscious,Festival_Only,Local_Retail,Word_of_Mouth,Detailed_Size_Guide,Buy2_Get1_Bundle,1,1,0,1,1,1,1,0,Chanderi,Pastels,70K_120K
ZF-0306,25-34,West_India,Metro,Salaried_Private,Comfort_First,Extremely_Price_Sensitive,Multi_Brand_Shopper,Neutral,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,Instagram_Reels,Free_Return_Policy,Free_Shipping,1,0,1,0,1,0,0,0,Pure_Cotton,Neutrals,20K_40K
ZF-0307,35-44,North_India,Tier_2,Self_Employed,Culturally_Rooted,Balanced,Loyal_But_Open,Fairly_Confident,Not_Important,Every_6_Months,Local_Retail,Walk_In_Store,Influencer_Rec,Festival_Sale,1,0,1,0,1,1,0,0,Silk_Banarasi,Jewel_Tones,20K_40K
ZF-0308,25-34,North_India,Tier_3,Salaried_Govt,Occasion_Driven,Price_Conscious,Loyal_But_Open,Very_Confident,Very_Conscious,Every_6_Months,Local_Retail,Word_of_Mouth,Customer_Reviews,Loyalty_Cashback,1,1,1,0,1,1,1,1,Rayon_Viscose,Bold_Prints,20K_40K
ZF-0309,45-54,North_India,Rural,Homemaker,Deeply_Traditional,Extremely_Price_Sensitive,Very_Loyal_One_Brand,Neutral,Somewhat_Conscious,Monthly_Plus,Mall_Store,Instagram_Reels,Free_Return_Policy,Free_Shipping,1,1,1,0,0,1,1,0,Rayon_Viscose,Jewel_Tones,Below_20K
ZF-0310,35-44,North_India,Tier_3,Homemaker,Occasion_Driven,Extremely_Price_Sensitive,Multi_Brand_Shopper,Not_Confident_At_All,Not_Important,Festival_Only,Mall_Store,Instagram_Reels,COD_Available,Festival_Sale,1,1,0,0,0,1,1,1,Rayon_Viscose,Bold_Prints,
ZF-0311,25-34,North_East_India,Tier_3,Salaried_Private,Fusion_Lover,Extremely_Price_Sensitive,No_Brand_Preference,Not_Confident_At_All,Neutral,Monthly_Plus,Local_Retail,Word_of_Mouth,Real_Customer_Photos,Festival_Sale,1,1,0,1,1,0,1,0,Georgette_Chiffon,Bright_Vibrant,Below_20K
ZF-0312,35-44,West_India,Tier_3,Homemaker,Culturally_Rooted,Price_Conscious,No_Brand_Preference,Neutral,Neutral,Every_2_3_Months,Online_Marketplace,WhatsApp_Family,Friend_Wore_It,Loyalty_Cashback,1,1,1,0,0,0,1,0,Pure_Cotton,Jewel_Tones,40K_70K
ZF-0313,35-44,North_India,Tier_3,Homemaker,Trend_First,Balanced,Multi_Brand_Shopper,Very_Confident,Not_Important,Monthly_Plus,Online_Marketplace,Word_of_Mouth,Customer_Reviews,Free_Shipping,0,1,0,0,1,1,1,1,Silk_Banarasi,Pastels,70K_120K
ZF-0314,35-44,South_India,Tier_2,Student,Deeply_Traditional,Balanced,Loyal_But_Open,Fairly_Confident,Not_Important,Every_2_3_Months,Brand_Website,Word_of_Mouth,Influencer_Rec,Flat_Percent_Off,0,1,0,0,0,0,0,0,Rayon_Viscose,Bold_Prints,Below_20K
ZF-0315,35-44,East_India,Metro,Salaried_Private,Occasion_Driven,Quality_Over_Price,Multi_Brand_Shopper,Very_Confident,Neutral,Every_2_3_Months,Brand_Website,Instagram_Reels,Detailed_Size_Guide,Flat_Percent_Off,0,0,1,1,1,0,0,1,Pure_Cotton,Pastels,40K_70K
ZF-0316,18-24,South_India,Metro,Homemaker,Trend_First,Extremely_Price_Sensitive,No_Brand_Preference,Fairly_Confident,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,WhatsApp_Family,Friend_Wore_It,Festival_Sale,1,0,1,0,0,0,0,0,Pure_Cotton,Dark_Tones,40K_70K
ZF-0317,25-34,South_India,Metro,Homemaker,Deeply_Traditional,Price_Conscious,No_Brand_Preference,Neutral,Neutral,Rarely,Mall_Store,Word_of_Mouth,COD_Available,Festival_Sale,1,1,1,0,1,1,0,1,Silk_Banarasi,Bright_Vibrant,20K_40K
ZF-0318,25-34,Central_India,Metro,Student,Fusion_Lover,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Not_Important,Monthly_Plus,Brand_Website,Word_of_Mouth,Friend_Wore_It,Buy2_Get1_Bundle,0,1,1,1,0,1,0,0,Georgette_Chiffon,Dark_Tones,20K_40K
ZF-0319,45-54,South_India,Tier_3,Homemaker,Fusion_Lover,Price_Irrelevant,Loyal_But_Open,Not_Confident_At_All,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,Instagram_Reels,COD_Available,Personalised_Offer,1,0,0,0,0,0,1,1,Chanderi,Jewel_Tones,20K_40K
ZF-0320,25-34,South_India,Tier_2,Salaried_Private,Fusion_Lover,Balanced,Multi_Brand_Shopper,Very_Confident,Neutral,Every_6_Months,Local_Retail,Word_of_Mouth,Customer_Reviews,Buy2_Get1_Bundle,0,0,1,0,1,0,1,1,Pure_Cotton,Neutrals,20K_40K
ZF-0321,25-34,Central_India,Tier_3,Homemaker,Fusion_Lover,Balanced,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Monthly_Plus,Brand_Website,YouTube,COD_Available,Free_Shipping,0,1,1,1,1,0,1,1,Linen,Bold_Prints,Below_20K
ZF-0322,25-34,North_East_India,Metro,Salaried_Private,Fusion_Lover,Quality_Over_Price,Multi_Brand_Shopper,Neutral,Somewhat_Conscious,Every_2_3_Months,Weekly_Market,Instagram_Reels,Influencer_Rec,Personalised_Offer,0,0,0,1,0,0,0,1,Linen,Neutrals,Below_20K
ZF-0323,18-24,North_East_India,Metro,Homemaker,Fusion_Lover,Balanced,Loyal_But_Open,Very_Confident,Very_Conscious,Monthly_Plus,Online_Marketplace,Word_of_Mouth,Friend_Wore_It,Free_Shipping,0,0,1,0,0,1,1,0,Chanderi,Jewel_Tones,Below_20K
ZF-0324,18-24,West_India,Metro,Salaried_Private,Fusion_Lover,Price_Conscious,Loyal_But_Open,Neutral,Neutral,Monthly_Plus,Brand_Website,Online_Marketplace,COD_Available,Buy2_Get1_Bundle,1,0,0,1,1,0,0,1,Chanderi,Bright_Vibrant,40K_70K
ZF-0325,35-44,West_India,Tier_2,Salaried_Govt,Occasion_Driven,Quality_Over_Price,Multi_Brand_Shopper,Neutral,Neutral,Monthly_Plus,Social_Commerce,YouTube,Customer_Reviews,Festival_Sale,1,1,1,1,1,1,1,1,Pure_Cotton,Bright_Vibrant,40K_70K
ZF-0326,25-34,East_India,Metro,Self_Employed,Trend_First,Extremely_Price_Sensitive,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Online_Marketplace,Instagram_Reels,Friend_Wore_It,Buy2_Get1_Bundle,1,1,0,0,0,0,1,0,Rayon_Viscose,Bright_Vibrant,Below_20K
ZF-0327,Under_18,West_India,Metro,Self_Employed,Fusion_Lover,Balanced,Multi_Brand_Shopper,Neutral,Very_Conscious,Every_2_3_Months,Online_Marketplace,Online_Marketplace,Influencer_Rec,Personalised_Offer,1,1,0,1,1,1,1,1,Pure_Cotton,Dark_Tones,
ZF-0328,35-44,North_India,Tier_2,Homemaker,Occasion_Driven,Price_Conscious,Multi_Brand_Shopper,Not_Very_Confident,Not_Important,Rarely,Weekly_Market,TV_Print,COD_Available,Buy2_Get1_Bundle,0,1,0,1,1,0,1,0,Silk_Banarasi,Neutrals,20K_40K
ZF-0329,25-34,Central_India,Metro,Self_Employed,Comfort_First,Quality_Over_Price,Multi_Brand_Shopper,Neutral,Neutral,Every_2_3_Months,Brand_Website,Word_of_Mouth,Free_Return_Policy,Loyalty_Cashback,1,1,1,1,1,0,1,1,Linen,Jewel_Tones,70K_120K
ZF-0330,18-24,West_India,Metro,Salaried_Govt,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Neutral,Not_Important,Festival_Only,Brand_Website,Word_of_Mouth,First_Order_Discount,Buy2_Get1_Bundle,0,1,1,1,1,1,1,0,Chanderi,Pastels,20K_40K
ZF-0331,18-24,West_India,Tier_2,Student,Trend_First,Balanced,No_Brand_Preference,Fairly_Confident,Very_Conscious,Every_2_3_Months,Mall_Store,YouTube,Friend_Wore_It,Loyalty_Cashback,1,0,1,1,0,1,0,1,Pure_Cotton,Bright_Vibrant,20K_40K
ZF-0332,25-34,South_India,Metro,Homemaker,Culturally_Rooted,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Very_Conscious,Every_2_3_Months,Mall_Store,YouTube,Influencer_Rec,Festival_Sale,0,1,1,1,0,0,0,0,Pure_Cotton,Bright_Vibrant,
ZF-0333,45-54,North_East_India,Metro,Salaried_Private,Fusion_Lover,Price_Irrelevant,Loyal_But_Open,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Mall_Store,Online_Marketplace,First_Order_Discount,Loyalty_Cashback,1,1,1,1,0,1,1,1,Silk_Banarasi,Bright_Vibrant,70K_120K
ZF-0334,18-24,North_East_India,Metro,Salaried_Govt,Fusion_Lover,Balanced,Multi_Brand_Shopper,Very_Confident,Very_Conscious,Festival_Only,Online_Marketplace,YouTube,Free_Return_Policy,Personalised_Offer,0,1,0,0,1,1,0,1,Pure_Cotton,Jewel_Tones,
ZF-0335,35-44,North_India,Metro,Homemaker,Trend_First,Quality_Over_Price,Loyal_But_Open,Not_Confident_At_All,Neutral,Festival_Only,Local_Retail,Word_of_Mouth,Free_Return_Policy,Flat_Percent_Off,0,1,0,0,0,1,0,1,Silk_Banarasi,Pastels,40K_70K
ZF-0336,35-44,East_India,Tier_2,Homemaker,Culturally_Rooted,Price_Conscious,Loyal_But_Open,Neutral,Very_Conscious,Every_6_Months,Online_Marketplace,Word_of_Mouth,COD_Available,Flat_Percent_Off,1,0,1,1,0,0,0,0,Chanderi,Bold_Prints,20K_40K
ZF-0337,25-34,Central_India,Rural,Salaried_Private,Culturally_Rooted,Extremely_Price_Sensitive,Multi_Brand_Shopper,Neutral,Not_Important,Every_6_Months,Social_Commerce,WhatsApp_Family,Friend_Wore_It,Flat_Percent_Off,1,1,1,0,1,1,1,0,Pure_Cotton,Bright_Vibrant,40K_70K
ZF-0338,35-44,North_East_India,Metro,Homemaker,Fusion_Lover,Price_Conscious,Multi_Brand_Shopper,Not_Confident_At_All,Neutral,Rarely,Brand_Website,WhatsApp_Family,Friend_Wore_It,Festival_Sale,0,1,0,0,0,1,1,0,Silk_Banarasi,Jewel_Tones,Below_20K
ZF-0339,45-54,North_India,Tier_2,Salaried_Govt,Comfort_First,Balanced,Loyal_But_Open,Fairly_Confident,Neutral,Monthly_Plus,Local_Retail,Walk_In_Store,Customer_Reviews,Flat_Percent_Off,1,1,0,0,0,1,1,1,Pure_Cotton,Bright_Vibrant,20K_40K
ZF-0340,35-44,North_India,Tier_2,Salaried_Private,Comfort_First,Quality_Over_Price,Multi_Brand_Shopper,Neutral,Very_Conscious,Every_6_Months,Local_Retail,Instagram_Reels,Free_Return_Policy,Loyalty_Cashback,1,1,1,1,1,1,1,1,Silk_Banarasi,Neutrals,Above_120K
ZF-0341,18-24,North_India,Tier_3,Student,Comfort_First,Price_Conscious,No_Brand_Preference,Very_Confident,Neutral,Monthly_Plus,Online_Marketplace,YouTube,Friend_Wore_It,Free_Shipping,0,1,0,1,1,0,0,0,Rayon_Viscose,Pastels,40K_70K
ZF-0342,18-24,South_India,Tier_2,Salaried_Private,Trend_First,Price_Conscious,Multi_Brand_Shopper,Neutral,Somewhat_Conscious,Every_2_3_Months,Local_Retail,Online_Marketplace,Influencer_Rec,Buy2_Get1_Bundle,1,0,1,0,0,0,1,1,Silk_Banarasi,Jewel_Tones,40K_70K
ZF-0343,45-54,North_India,Metro,Salaried_Private,Culturally_Rooted,Balanced,Loyal_But_Open,Very_Confident,Neutral,Festival_Only,Online_Marketplace,WhatsApp_Family,Customer_Reviews,Festival_Sale,0,1,1,1,0,1,0,0,Silk_Banarasi,Pastels,Below_20K
ZF-0344,45-54,North_East_India,Tier_2,Salaried_Private,Culturally_Rooted,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Not_Important,Festival_Only,Weekly_Market,YouTube,Friend_Wore_It,Festival_Sale,1,1,1,0,0,1,0,1,Rayon_Viscose,Neutrals,Below_20K
ZF-0345,18-24,East_India,Tier_2,Self_Employed,Comfort_First,Balanced,Loyal_But_Open,Very_Confident,Neutral,Every_2_3_Months,Online_Marketplace,Word_of_Mouth,Friend_Wore_It,Personalised_Offer,0,0,0,0,0,1,1,0,Pure_Cotton,Bright_Vibrant,Below_20K
ZF-0346,45-54,West_India,Tier_2,Homemaker,Comfort_First,Price_Conscious,No_Brand_Preference,Not_Very_Confident,Not_Important,Monthly_Plus,Online_Marketplace,Online_Marketplace,COD_Available,Personalised_Offer,1,1,0,0,0,0,1,0,Rayon_Viscose,Jewel_Tones,Below_20K
ZF-0347,35-44,North_India,Metro,Salaried_Govt,Fusion_Lover,Balanced,Loyal_But_Open,Fairly_Confident,Not_Important,Monthly_Plus,Social_Commerce,WhatsApp_Family,Customer_Reviews,Festival_Sale,0,1,0,0,0,0,1,0,Rayon_Viscose,Dark_Tones,40K_70K
ZF-0348,25-34,North_India,Tier_2,Self_Employed,Fusion_Lover,Quality_Over_Price,Loyal_But_Open,Very_Confident,Somewhat_Conscious,Every_2_3_Months,Local_Retail,Word_of_Mouth,First_Order_Discount,Flat_Percent_Off,1,1,0,1,0,0,0,0,Rayon_Viscose,Bright_Vibrant,70K_120K
ZF-0349,25-34,North_East_India,Tier_2,Salaried_Private,Fusion_Lover,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,YouTube,Customer_Reviews,Flat_Percent_Off,1,0,1,1,0,0,0,0,Rayon_Viscose,Pastels,40K_70K
ZF-0350,25-34,West_India,Metro,Salaried_Private,Comfort_First,Price_Conscious,No_Brand_Preference,Not_Confident_At_All,Not_Important,Festival_Only,Mall_Store,Online_Marketplace,Free_Return_Policy,Festival_Sale,1,0,0,0,1,0,1,0,Silk_Banarasi,Jewel_Tones,40K_70K
ZF-0351,35-44,East_India,Tier_2,Student,Fusion_Lover,Balanced,No_Brand_Preference,Fairly_Confident,Neutral,Every_2_3_Months,Brand_Website,YouTube,Customer_Reviews,Buy2_Get1_Bundle,1,0,1,0,1,0,0,0,Rayon_Viscose,Pastels,20K_40K
ZF-0352,18-24,North_India,Tier_2,Homemaker,Culturally_Rooted,Quality_Over_Price,Loyal_But_Open,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Online_Marketplace,TV_Print,Customer_Reviews,Buy2_Get1_Bundle,1,1,0,0,0,0,0,0,Silk_Banarasi,Bright_Vibrant,Above_120K
ZF-0353,45-54,East_India,Metro,Salaried_Govt,Culturally_Rooted,Quality_Over_Price,Multi_Brand_Shopper,Not_Very_Confident,Somewhat_Conscious,Festival_Only,Social_Commerce,WhatsApp_Family,Free_Return_Policy,Buy2_Get1_Bundle,1,1,1,1,1,1,1,0,Rayon_Viscose,Pastels,Above_120K
ZF-0354,55+,West_India,Metro,Salaried_Private,Trend_First,Quality_Over_Price,Multi_Brand_Shopper,Very_Confident,Very_Conscious,Every_6_Months,Brand_Website,Instagram_Reels,Friend_Wore_It,Festival_Sale,0,1,0,0,0,1,1,1,Chanderi,Bold_Prints,40K_70K
ZF-0355,25-34,South_India,Tier_2,Salaried_Private,Fusion_Lover,Quality_Over_Price,Very_Loyal_One_Brand,Neutral,Neutral,Every_2_3_Months,Online_Marketplace,TV_Print,COD_Available,Festival_Sale,1,1,0,0,1,1,1,0,Chanderi,Bright_Vibrant,
ZF-0356,35-44,South_India,Metro,Student,Trend_First,Price_Conscious,Multi_Brand_Shopper,Not_Confident_At_All,Very_Conscious,Every_2_3_Months,Brand_Website,Instagram_Reels,COD_Available,Personalised_Offer,1,1,1,0,0,0,1,0,Pure_Cotton,Bright_Vibrant,20K_40K
ZF-0357,25-34,North_India,Tier_2,Homemaker,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Not_Very_Confident,Not_Important,Festival_Only,Brand_Website,Word_of_Mouth,First_Order_Discount,Festival_Sale,1,0,0,0,0,0,0,0,Pure_Cotton,Dark_Tones,40K_70K
ZF-0358,18-24,East_India,Tier_2,Salaried_Private,Deeply_Traditional,Quality_Over_Price,No_Brand_Preference,Very_Confident,Neutral,Every_6_Months,Social_Commerce,TV_Print,Influencer_Rec,Festival_Sale,1,1,0,0,0,0,0,0,Chanderi,Neutrals,40K_70K
ZF-0359,18-24,North_India,Tier_3,Salaried_Private,Fusion_Lover,Price_Irrelevant,Multi_Brand_Shopper,Very_Confident,Neutral,Every_2_3_Months,Brand_Website,Instagram_Reels,COD_Available,Free_Shipping,1,0,1,1,1,1,0,0,Pure_Cotton,Pastels,40K_70K
ZF-0360,25-34,South_India,Tier_2,Salaried_Private,Trend_First,Balanced,Multi_Brand_Shopper,Fairly_Confident,Very_Conscious,Festival_Only,Brand_Website,Instagram_Reels,Detailed_Size_Guide,Free_Shipping,1,0,0,1,1,1,0,0,Pure_Cotton,Bold_Prints,20K_40K
ZF-0361,55+,East_India,Tier_2,Salaried_Private,Trend_First,Quality_Over_Price,Very_Loyal_One_Brand,Neutral,Somewhat_Conscious,Festival_Only,Brand_Website,Walk_In_Store,Influencer_Rec,Personalised_Offer,1,1,1,1,0,0,0,1,Silk_Banarasi,Jewel_Tones,70K_120K
ZF-0362,18-24,West_India,Tier_2,Student,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Not_Very_Confident,Somewhat_Conscious,Festival_Only,Local_Retail,Online_Marketplace,COD_Available,Flat_Percent_Off,1,0,1,1,1,1,0,0,Rayon_Viscose,Bright_Vibrant,Below_20K
ZF-0363,Under_18,Central_India,Metro,Salaried_Private,Fusion_Lover,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_2_3_Months,Online_Marketplace,Instagram_Reels,Influencer_Rec,Loyalty_Cashback,1,1,0,0,0,0,0,0,Rayon_Viscose,Dark_Tones,20K_40K
